timestamp,symbol,timeframe,open,high,low,close,spread
2026-06-01 09:00:00+09:00,USDJPY,5m,160.00150589052254,160.01700975484766,159.97549453430128,160.00030802849182,0.005850611668994919
2026-06-01 09:05:00+09:00,USDJPY,5m,159.9962534513744,160.0168925552346,159.99056238749984,160.0002350699111,0.009521411357398367
2026-06-01 09:10:00+09:00,USDJPY,5m,159.99397636933134,160.02464807409532,159.99396718728838,160.00063368303395,0.007252817376331412
2026-06-01 09:15:00+09:00,USDJPY,5m,159.99970097571978,160.0104198060479,159.97159348078316,160.0015575009478,0.015772007187917297
2026-06-01 09:20:00+09:00,USDJPY,5m,159.99607247621879,160.01860864277546,159.99580657863686,160.00142700892297,0.015752227261982974
2026-06-01 09:25:00+09:00,USDJPY,5m,160.0019925462872,160.01704615710182,159.97541542524482,160.0012965267488,0.007264018297953126
2026-06-01 09:30:00+09:00,USDJPY,5m,159.99623062504384,160.02217682170178,159.98811988339935,160.0022540544381,0.0034650256993936923
2026-06-01 09:35:00+09:00,USDJPY,5m,160.0028926348085,160.03271345785686,159.97668412878164,160.0027245152756,0.0022057881800996728
2026-06-01 09:40:00+09:00,USDJPY,5m,159.9956004009414,160.0266890529961,159.98358731836376,160.00245283064405,0.009694109598364739
2026-06-01 09:45:00+09:00,USDJPY,5m,160.00620786085992,160.01773500924563,159.97524758593303,160.0027883666702,0.009386076698043876
2026-06-01 09:50:00+09:00,USDJPY,5m,160.00759906974332,160.02820914236136,159.97436549139414,160.0025203160545,0.019791017815517536
2026-06-01 09:55:00+09:00,USDJPY,5m,159.99445876288738,160.0115185872852,159.99702342367036,160.00225087820237,0.010456437362558234
2026-06-01 10:00:00+09:00,USDJPY,5m,160.00176210380604,160.008167647723,159.9955207511655,160.0024060555653,0.006615530652357572
2026-06-01 10:05:00+09:00,USDJPY,5m,159.9926855214316,160.01137929673013,159.99000911917923,160.0012680874185,0.018042129938566416
2026-06-01 10:10:00+09:00,USDJPY,5m,160.00220678562985,160.01375342562187,159.97851025130993,160.000243136719,0.010839223093764413
2026-06-01 10:15:00+09:00,USDJPY,5m,159.99520385016007,160.01768028313796,159.97270895928867,159.99991576420146,0.012785161433790403
2026-06-01 10:20:00+09:00,USDJPY,5m,159.99987055466602,160.01969629404277,159.9828195167469,159.99931806552925,0.0037220367877078284
2026-06-01 10:25:00+09:00,USDJPY,5m,159.9998658341165,160.02728175685917,159.97934228602196,159.99951661392882,0.008892495331935934
2026-06-01 10:30:00+09:00,USDJPY,5m,160.00746888640737,160.01672814972224,159.9892693031636,159.9989817994835,0.018996026140528165
